gene_name,HH003_D_SA_S7
AC121338.2,11.0
AC007271.1,5.0
GABRR1,39.002
TESC,75.40299999999999
KCTD7,154.938
SPCS2P2,6.0
RNU6-141P,1.0
GIMAP5,372.0
AC136601.1,3.0
AC093519.1,1.0
RN7SL823P,2.329
PRR23B,21.0
FRG2,30.076999999999998
PPP2CA,364.727
AL133255.1,77.0
RNA5SP156,0.0
RASGRF2-AS1,17.745
YTHDF3-AS1,2.0
MYMK,3.0
PPIAL4E,49.845
AC005225.3,21.250999999999998
TRAV22,8.0
CMTR2,227.674
EEF1GP5,4.0169999999999995
CARNMT1,161.71099999999998
AC079226.1,4.0
AC025257.1,34.381
RN7SL650P,9.085
AC087258.1,19.0
AC107393.1,5.285
RIIAD1,15.0
USP9YP30,5.678
OR5AH1P,7.000000000000001
PPIAP22,58.415
AL451062.1,35.874
CCIN,3.0
PGAM4P2,10.0
AC090971.2,14.253
TUBB1P1,7.0
IFNA10,9.107000000000001
BHLHE40,109.22099999999999
AC007068.2,7.0
UFC1,165.834
GAMT,72.61999999999999
MIR4514,3.0
AC107977.1,6.0
CIDEC,7.0440000000000005
OR3A3,96.51899999999999
RHOT1P2,0.0
AC068775.2,0.0
LINC02270,15.152000000000001
CCR10,18.0
LINC00315,6.0
AC242498.1,0.0
AC007993.1,9.728
AL607077.1,4.0
AC211429.1,0.0
RPL37AP1,2.0
CROCCP1,6.0
MARS2,44.0
OR56B3P,5.0
ZNF25,90.0
LINC00328-2P,15.0
PAN3-AS1,45.0
AC004865.1,26.0
RNU6-608P,0.0
SFRP2,25.0
AL445933.2,0.0
SCLY,417.40200000000004
AC133065.5,0.0
KIF4A,32.515
RSPH1,29.113999999999997
STAG3L5P-PVRIG2P-PILRB,28.079
VAV2,51.0
SPATA31C1,108.52099999999999
ANKIB1,258.152
TMEM151A,15.0
AC016877.1,50.74100000000001
MRPS33P3,3.0
AC116535.2,5.142
RPL7P19,3.13
RN7SKP165,1.0
BRI3,292.653
BTF3L4P2,7.0520000000000005
IER3,66.40599999999999
USHBP1,182.053
RPL21P3,1.109
RPL12P25,8.0
AP002495.1,110.935
NAALADL1,13.0
TUBA3E,10.286
AL162456.1,93.595
SNRPEP8,4.0
OR2AF1P,8.0
RPL10P11,1.0
RLIMP1,75.0
AC010601.2,56.881
AC025183.1,15.0
MANSC1,558.462
LAMP3,81.98500000000001
FKBP4,82.449
AC002044.1,0.0
AL138960.2,0.0
BACH1-AS1,82.385
ITFG1-AS1,4.2139999999999995
HIPK2,787.0000000000001
SEPT7P6,39.9
RPL12P3,3.0
KLF18,10.0
MIAT_exon5_2,0.0
AL449423.1,4.0
TNFSF11,28.0
EEF1A1P22,12.439
AC103740.2,11.0
AC011523.1,0.0
AC145676.1,12.0
NUDT16,268.0
AC130324.1,74.471
AL592528.1,21.0
AC125421.1,3.0
AL356108.1,5.0
RPL35P4,2.0
AP006545.2,5.306
AL096870.1,1.197
AC068724.1,10.960999999999999
AL160290.2,10.0
TATDN1,173.226
AC012301.1,8.0
CBY3,1.0
AC113382.1,8.122
PSMD3,115.88900000000001
AK4,186.16500000000002
CDC23,76.0
NME4,56.213
LINC01568,270.861
LCN1P1,0.0
AC112255.1,36.0
ARHGEF5,61.506
WDR70,169.707
AC022726.1,12.0
AL031590.1,71.47300000000001
CCDC11P1,21.0
CES5A,29.0
ADAM30,28.0
AL691403.1,2.0
PIP5K1P2,4.136
AC005552.1,9.0
AC234782.1,1.0
PCDH9-AS4,3.0
NUDT21,458.96399999999994
KNTC1,402.5
AC116914.2,54.641000000000005
AC093424.1,2.0
AP000350.1,2.0
AL354943.1,16.0
IL32,86.66000000000001
AL139156.2,3.0
HIST1H3PS1,2.01
RPS18P1,6.0
ULK4P2,21.794
IMPG1,34.0
GNG5P1,0.0
AL589863.1,14.0
AC044860.3,2.0
RN7SL130P,10.51
EPS8L3,36.0
AL031777.2,13.0
AC024560.2,64.545
AL079343.1,17.0
AC079395.2,2.7110000000000003
AC097634.3,38.0
AC108206.1,44.0
AC092754.1,7.0
ZNF136,122.88000000000001
C8orf44-SGK3,12.835
ZNF155,34.407
AC006262.3,1.0
IGHD1-14,0.0
FRZB,22.0
SGCB,83.999
SIRT5,346.724
RNU6-943P,0.0
MIR27A,1.0
TCFL5,61.69800000000001
RPL23AP26,6.0
ZIM2-AS1,832.8889999999999
MIR4254,0.0
ZNF718,72.753
MMP2,40.568999999999996
NRG1,201.523
MIR4704,0.0
AC105094.2,66.917
ANKLE2,1084.329
LINC00686,5.0
AC107081.2,17.683
TRBV3-1,5.0
RNA5SP248,2.0
AC064836.1,4.0
CEACAM8,513.043
HMGB3P7,11.0
AL359075.3,5.0
AL139806.1,7.0
LINC01119,36.635999999999996
LINC00352,102.54799999999999
CCNB2,26.999999999999996
CST9LP1,1.0
AC018793.4,0.0
RNASE13,14.705
GDF5,27.308000000000003
RAB34,24.000999999999998
RPS20P21,0.0
AC090114.1,11.594000000000001
AL137058.3,119.225
ACSBG1,197.54
LINC00675,10.0
DGCR8,85.411
LINC01186,6.0
AC091304.2,6.0
MAGEA10,111.59200000000001
NAPEPLD,226.86799999999997
MTCO1P42,12.0
EIF5AL1,101.755
GJB3,10.0
RNA5SP51,4.0
PCDHB7,51.58
AC078776.1,5.0
RN7SKP14,4.0
RPS23P10,11.0
AC022893.2,109.569
RNU6-540P,2.509
RARRES3,20.0
ARPC1B,407.388
TOP3A,245.54
AC010624.3,18.965999999999998
RNU6-1282P,1.0
SCRG1,277.65500000000003
AL160175.1,4.0
CDC37P2,3.714
CCDC92,75.722
ADAM7,59.931999999999995
BCKDK,45.0
TRAV8-4,3.721
LHX8,45.0
LRRC59,96.209
KLHL29,93.999
AL354892.1,14.427
AC073188.1,0.0
MIR3591,0.0
ASCL1,38.0
PRAMEF32P,11.745
AL121672.3,11.0
C22orf39,216.07999999999998
ZNF543,139.355
FP565260.4,3.395
AC145285.6,0.0
TYMSP2,0.0
AC009133.2,5.012
RPL12P32,13.247
FRMPD3-AS1,0.0
AC004980.2,21.283
BARHL2,24.0
AP003465.2,4.0
RNA5SP293,0.0
AC055878.1,12.0
RNU6-788P,1.0
SLC13A3,52.736
GMDS-AS1,398.336
SNORD113-4,2.0
NIFKP4,77.39399999999999
GRIN2C,57.76
IKBKGP1,0.0
AC017071.1,25.0
ALS2CL,101.347
AC091078.2,7.0
SMIM29,13.0
LINC01913,22.000000000000004
ANP32BP1,19.685
LINC00449,16.232
INPP5F,175.228
AL354813.1,87.883
FHL1,61.998000000000005
AC129492.3,0.0
KCNC1,144.62900000000002
AC016550.3,9.0
LINC00996,79.425
AC009812.3,238.118
AC233702.8,2.0
ZNF57,20.444
LINC01894,1.0
AP001960.1,5.0
GXYLT1P1,10.595
SNORA56,4.9430000000000005
CBSL,3.1010000000000004
AL136295.3,6.632000000000001
AC021678.3,4.0
C10orf142,13.731
EP300,1323.668
AL132657.2,1.0
FP325318.1,169.07
MTHFSD,92.001
HNRNPA1P51,8.385
NAIF1,109.111
TIGD7,57.135
AC009541.1,28.0
VIM,709.265
ZNF146,115.0
ZC3HAV1L,79.95100000000001
KRT127P,5.0
AC034234.1,16.0
TIMM17BP1,3.0
RNU6-456P,1.0
AC116917.1,9.0
AL157384.1,13.645
AP002414.4,2.0
HOXA10,21.571
RPSAP17,0.0
AC074327.1,9.0
TLE2,33.321
CTSL,31.634999999999998
AC104306.2,5.0
PROKR2,3.0
MIR561,2.0
GRAMD2A,53.882999999999996
SNORD65,11.972999999999999
AC105411.1,36.51
LYPLAL1,101.99900000000001
PCBP2,1103.841
CARMIL3,53.998999999999995
PALD1,27.0
RNU6ATAC38P,1.0
RPS27AP12,15.857000000000001
AC080023.1,16.0
AC105029.1,8.0
VN1R3,7.0
CCDC68,68.105
AC010442.2,2.0
ATP1B3-AS1,7.0
SNORD62,1.055
SERPINA15P,0.0
LRCH2,25.0
RPS27AP11,10.571
AL645608.2,22.0
AC006122.1,3.0
LMBRD1,290.0
RMST_10,2.965
PFN1P6,5.37
AC097359.1,3.0
MTCO3P5,43.0
LIMCH1,103.00000000000001
HSPA7,25.589000000000002
AL670379.10,0.0
RBMY2WP,12.0
MAGEA3,7.143
CDIPT,57.0
ART3,102.206
AC131281.1,43.208
SSXP1,4.365
AVPI1,6.0
AC044913.1,6.0
AC073464.2,5.837999999999999
EEF1GP7,12.0
PHBP12,16.0
AC068205.2,68.17
AC073475.1,4.0
RPL18P10,32.0
IGLVV-66,1.0
SGK1,600.553
AC100797.1,2.0
CEP104,209.44799999999998
MAP3K3,508.031
AL355315.1,0.0
RPL7P12,9.0
AL163973.3,4.0
AL356387.2,0.0
TMEM120B,338.767
SMC1B,47.0
BRD9P1,9.0
RNA5SP362,1.0
RPS20P15,3.0
AC005912.1,99.684
PTGFRN,67.0
IFITM1,66.836
GRM5-AS1,46.121
BICD1P1,1.0
PPBP,318.0
PLAA,131.00000000000003
BECN1P2,24.0
NDFIP2,77.429
AC004882.2,2.0
SLC25A34,68.91499999999999
SUOX,171.383
AL356740.2,3.0
AL512274.1,35.126999999999995
ST13P12,26.228
AP005597.1,5.22
ARPC2,1727.397
MESTP1,12.0
TMEM87A,237.71800000000002
FERMT1,47.998999999999995
AC023355.1,336.664
AC008799.2,6.291
MIR4710,0.0
ADCY10,93.0
AC009963.1,0.0
TRIM74,2.661
CDC42EP2,124.0
MIR4687,0.0
MIR1251,0.0
BX649601.1,9.488
LINC02416,8.0
AC015911.6,0.0
AC068042.1,11.161
AL592429.1,23.0
AP001000.1,6.1739999999999995
ZNF585B,434.61899999999997
RANBP17,313.94000000000005
AL929288.1,2.0
AC108067.1,12.634
CAPRIN2,271.822
MSNP1,20.555999999999997
C7orf49,133.472
MTND4P11,9.0
AC090607.1,1.0
MIR5590,0.0
AC130456.5,18.428
SUCLA2-AS1,21.656999999999996
ZNF680P1,16.0
AL583856.1,7.317
AC245884.3,8.0
AC007991.1,10.0
AL117328.1,1.0
AWAT1,3.0
RNU6-327P,1.819
AC009501.1,11.322
MIR4328,0.0
RIOK1,55.999
RANP4,2.0
STAG3L1,28.076
AC100757.3,175.093
LINC00868,44.435
AF130351.1,10.0
LINC02288,173.86
BX510359.8,0.0
RNU1-131P,1.0
HMGN1P26,2.0
NPM1P42,5.3020000000000005
AL355433.1,0.0
AGA,58.998999999999995
TRAV12-3,9.0
AC007614.3,10.0
CSGALNACT1,197.83299999999997
ZNF213-AS1,138.00599999999997
SEC31B,206.391
GRIK3,64.0
RPS8P10,2.0
DVL3,154.925
RANBP6,118.0
AC020611.2,15.0
RN7SKP27,3.0
AC018716.1,3.0
AP000445.1,10.0
APOLD1,78.028
CMTM4,161.00000000000003
AC242426.4,0.0
AL627309.5,5610.7080000000005
C1DP2,4.953
AC105177.1,9.0
AL137001.1,16.0
AL158053.1,2.7910000000000004
AL391069.4,5.0
HACL1,58.0
NT5DC2,30.0
SMG1P5,900.987
RNU6-485P,1.0
LRRC26,1.237
AC097478.1,454.79099999999994
AL138693.1,0.0
GPR65,415.978
DCAF7,570.6400000000001
MIR200A,1.0
AL353596.1,18.0
FAM95C,34.766
AC013356.2,3.612
MIR6881,2.0
RPL7AP71,3.0
GTF2IP14,7.0520000000000005
AC090246.1,7.0
AC122710.3,12.79
PRELID3BP2,5.0
ZBED1P1,6.0
SNRPCP15,0.0
AP2A1,375.04999999999995
DKK4,6.0
RPL10P6,4.558
HEPHL1,56.0
AC007614.1,3.8480000000000003
KCNS1,85.0
H1FX-AS1,100.61599999999999
TMEM205,33.12
OR10AE1P,29.0
APOBEC3G,250.02300000000002
AC106785.2,35.0
SESN3,1754.9010000000003
NR2E1,49.343
AC107021.2,13.0
AC011511.2,3.0
ATN1,69.00000000000001
MIR941-2,16.035999999999998
AC113367.1,3.0
AP002336.3,5.249
DRD2,29.0
PHB,58.818999999999996
OR2L9P,9.0
AC010331.1,6.0
RPL26P6,7.016
FAM236A,5.0
ERI1,208.384
OR1X1P,16.072
SDR42E1P5,6.0
ANAPC11,29.003
AP003108.1,8.0
RN7SL385P,5.727
HOTTIP_1,0.0
MIR3622B,0.0
AC114763.2,46.235
AC087500.2,87.82
CIR1P3,8.0
DSC1,41.446000000000005
AC109925.1,5.0
AC144568.2,7.309
AC084083.1,267.403
LINC00471,67.58800000000001
AC060773.1,6.0
AC093833.1,0.0
AC073517.1,13.040999999999999
PDE1B,159.24099999999999
AL359220.1,217.93
AC004080.6,0.0
AP000926.2,4.0
DGUOK-AS1,15.0
AL132656.4,45.277
AC020913.2,88.897
SNORD11,3.0
HNRNPUL2,306.824
LINC01140,154.727
ZFP1,52.0
AL645568.1,93.0
AC010460.2,2.0
AL117382.1,13.0
GRAMD4P6,0.0
SNX18P23,21.206999999999997
NUTF2P7,3.0
SATB2,183.146
LINC01934,65.0
MPC2,93.13699999999999
MMP8,1236.0
AC132825.5,6.0
AC024270.2,10.25
AL157414.1,14.190999999999999
MIR6888,0.0
MIR4798,2.0
RN7SL790P,24.614
CXCL10,17.0
AL590099.1,0.0
AC009411.2,3.0
HGNC:24955,46.998999999999995
GPC5-AS1,6.0
RPL21P40,1.002
AC073130.2,42.931
AC005822.1,2.386
AC104451.1,14.18
MIR5689,1.0
AC090515.3,3.0
GDF7,64.148
NOX5,251.87500000000003
AC122714.2,1.3
AC091887.1,4.0
AC002465.1,4.0
RN7SL571P,10.664000000000001
AC025750.2,1.0
AC090506.2,572.942
AL031864.2,3.0
AL589872.1,2.0
RNU6-304P,1.0
RPL35AP12,4.0
MSTO1,67.95100000000001
CCDC129,121.99899999999998
AC009275.1,31.872
RNU6-522P,1.0
AC021755.4,7.0
AC060766.5,8.369
LAX1,140.154
CWC22,135.0
LINC01159,22.5
FAM13A-AS1_1,1.42
RN7SL170P,13.073
CYB5RL,538.273
AC006499.7,9.0
HIST1H2BO,46.714
AL049775.2,10.0
WDR64,58.0
AL512430.1,10.0
ZNF619P1,1.0
AC084816.1,128.48800000000003
AC074348.1,7.002999999999999
PPM1K,452.64
AC026954.1,10.0
AL034549.1,11.0
HSPE1P27,34.986
SPATA8,11.0
RNF157,176.392
AL591034.1,11.0
NUDT3,617.195
AC017033.1,2.0
AL353621.2,0.0
GEMIN8P3,3.0
AC020633.1,27.0
AC233723.2,136.929
RNU6-1298P,1.0
C6orf47,65.0
ZNF770,616.7990000000001
RPSAP38,7.0
AC092691.1,2.0
PCDH20,18.933
BX005214.2,50.312
AL596325.1,7.0
XKRYP4,2.0
AL133467.4,3.301
RIOX1,32.0
LRRC3-AS1,13.0
RN7SL621P,13.622
AL365255.1,88.236
PLGLB1,231.422
RNU7-49P,3.0
NCAN,52.001
RPEP2,12.0
ZNF705CP,8.301
BATF3,16.999
PQLC3,80.0
PIGR,131.688
AC010424.3,18.0
AC002064.3,3.0
CAPN10-AS1,108.29
RN7SKP237,7.602
RNA5SP446,0.0
AL358794.1,12.395999999999999
MIR1913,1.0
AC090651.1,4.0
AC091819.1,6.0
PPIAP26,5.0
SIL1,81.91499999999999
AC015802.1,23.113000000000003
RN7SL305P,3.0
TTTY9B,21.246
ZIC1,67.0
ZNF493,1095.018
FKBP1AP3,1.0
COX5BP3,6.0
AC004792.1,0.0
AC002384.2,105.303
RN7SL332P,21.533
CMC1,234.854
RNU6-537P,1.012
MCC,404.877
LINC00280,0.0
AC026348.1,18.0
AC041040.2,28.0
TMEM63A,545.228
UBXN2A,395.31899999999996
AC090132.1,12.0
AL355333.1,1.0
AL138880.1,7.0
AC027698.1,75.298
ALDH1L2,154.746
TRIM51HP,32.455999999999996
GPR148,9.0
AL592182.3,38.921
MIR219A2,5.0
C17orf105,259.722
AC092642.1,2.0
MAP3K11,339.81399999999996
AL049840.4,47.0
RNU6-331P,23.32
AC109445.1,3.0
AC087359.1,228.386
SLC39A13,24.0
AC090774.1,1.0
SOX10,0.0
GRAMD2B,83.18299999999999
AC091078.3,226.73
CXorf40B,23.090000000000003
NTF3,19.0
TMEM9B,115.20499999999998
ATP6V0CP2,3.0
AC007992.1,7.0
PITPNM2,99.082
THAP12P8,11.0
RNU6-242P,2.0
DLX2,16.0
HGNC:18790,95.815
CDNF,48.391
AL512347.1,7.0
LINC00976,2702.295
NR5A1,13.0
AP003555.1,11.999999999999998
NUP210,216.259
FOXD4L1,13.259
AC021491.1,11.0
RPS3AP44,9.322000000000001
LNCPRESS1,5.0
AL157884.1,19.0
MIR4447,0.0
MTND1P7,0.0
IGHV2-70,2.03
AC145141.1,19.361
ASZ1,69.907
ARHGEF39,107.882
AC097382.2,48.305
ZNF792,57.0
NDUFAF2,25.129
AC012555.1,3.0
OR4C11,16.0
AC005578.1,27.733
AC010325.2,39.996
TTLL3,605.762
GAPVD1,813.41
SPCS3,722.9929999999999
AC025287.3,10.0
MAGEB10,48.388999999999996
AC093249.4,2.093
SOX3,2.0
MIR4648,1.0
MIR6754,0.0
POLR3D,137.163
CCKBR,32.0
RTN1,79.00000000000001
KRT8P24,9.048
AP000473.1,7.000000000000001
FSHR,21.999
AC135178.2,13.599
AC099670.1,6.0
CCNT2,509.999
AC069114.1,3.0
AC109449.1,14.0
KRTAP10-2,8.217
AL512363.1,5.0
SPATA31A7,55.254
RNU6ATAC13P,1.0
BX664725.1,4.0
LMBRD2,211.001
HP,260.133
HYMAI,68.0
PRLHR,102.219
CHRNB1,120.126
AC069294.1,7.129
PGAM1P11,7.0
PSG7,90.559
KANK4,30.001
C9orf47,74.693
AC018558.5,24.0
AP1S3,184.81
ABCA5,433.06300000000005
GPATCH2,196.015
LINC01104,76.91499999999999
SRRM5,11.0
CSMD1,302.24100000000004
AL353699.1,5.0
EFTUD1P1,29.637
ITGB3BP,2496.4480000000003
B3GALT5,197.08
RNU6-818P,3.0
GAB2,599.001
RNA5SP78,0.0
TPRG1-AS2,45.482
KRT12,14.0
ETS1,1068.129
AL445648.1,8.0
FDPSP7,34.5
AL035078.3,2.0
AL139354.1,39.284
NDUFS4,24.615000000000002
FABP12P1,6.0
VIPR1,82.882
TRAV8-7,1.0
AC020688.1,0.0
LINC01044,35.986
HIST1H2AD,184.50799999999998
AC008543.4,12.042
RNA5SP503,0.0
RARRES2P8,0.0
AC079298.2,2.0
LBX1,24.539
AC012100.2,20.27
CYB561D2,12.564
AC090079.2,3.0
MIR6829,0.0
AC093274.1,275.534
RNU1-139P,1.0
AC142381.4,19.223999999999997
ACTG2,86.77799999999999
SIGLEC21P,6.0
SNRPGP12,5.0
AC106820.1,2.025
AL357558.1,2.0
AC004232.2,0.0
AC015909.3,10.0
LRRN3,141.147
AC016526.1,59.153999999999996
OTOS,5.0
AC016949.1,82.389
MIR593,0.0
LINC00967,298.297
AL157777.2,0.0
RFPL4A,7.846
ACBD6,120.80799999999999
AC006372.3,32.0
RN7SL802P,0.0
MT-ATP8,676.803
RRM2P4,4.0
AL121894.1,5.0
AC010260.1,21.430999999999997
AKR1B10,29.844000000000005
UBQLN2,107.0
SDR39U1,20.857999999999997
AL513324.1,14.0
AC007255.1,14.0
C21orf58,78.802
TSFM,50.581
BTF3L4P4,6.0
LRRTM2,115.58399999999999
MAP3K14-AS1,49.137
MIR29A,1.0
GLYATL2,28.391
TPTE,91.515
RNU4-42P,2.0
LNCPRESS2,11.0
AC068547.1,21.241999999999997
IDO1,47.0
ST3GAL3,54.0
LINC02433,32.168
AL031291.1,3.0
PHBP11,6.0
SNRPGP20,10.0
RPL36AL,97.088
PPP2R3A,276.945
SRD5A3,97.746
FHDC1,130.687
AL450990.1,24.368000000000002
RNU6-993P,0.0
PPIAP20,1.193
AL807752.5,5.0
VPS9D1,54.79
PPIE,254.442
AC017104.3,39.866
PLD3,170.749
MAGEB2,4.0
LINC01128,195.175
MUM1L1,18.0
AC147067.2,0.0
TRAJ61,2.0
DNAH6,284.0
RHEBP2,13.036
PRKX-AS1,10.0
GRIA1,169.844
RIMBP3B,14.603
AC004014.2,61.626999999999995
ACTBP9,1.0
PHF8,230.99900000000002
STAU2-AS1,51.31100000000001
LRRN4CL,51.873000000000005
AC009108.3,34.0
AC016526.4,4.0
AC060234.3,9.0
AL133419.1,9.0
TMEM50A,393.6979999999999
CALY,14.0
HES6,8.0
TMLHE-AS1,121.823
GOLGA8CP,58.428999999999995
TXNRD3NB,9.0
SNORD115-31,0.0
AC097461.1,87.57700000000001
ECE1,504.09999999999997
RNU2-7P,9.0
AC011840.1,10.351
KRTAP22-2,10.0
AL357075.1,12.0
EIF3EP1,10.147
PDZK1,49.891000000000005
ITPR1-AS1,4.0
ELOA,131.169
LIN28B-AS1,40.355000000000004
C4orf48,4.0
GRIN1,37.0
B4GAT1,10.0
AC104820.1,1.0
ASXL3,127.0
AC005185.1,4.0
AC139530.2,5.202999999999999
AC100823.2,4.0
AC093732.2,1.0
SUMO2,316.98
MIR3609,0.0
LBX2,27.314999999999998
ZNF101,506.697
SLC36A3,59.961
MINDY4B,26.553000000000004
DPP10-AS2,18.0
AC093698.2,12.0
RN7SKP60,4.0
RN7SL225P,4.02
RNF41,342.60699999999997
AC025252.1,34.998000000000005
AL354824.1,9.0
AP000688.2,344.55400000000003
AC087311.2,3.0
RSG1,10.0
SNORA66,91.0
MT1DP,0.0
WWP2,537.733
PARP4,601.995
CENPVL2,10.0
AC008133.1,4.602
PIK3CG,574.135
AL121978.1,1.0
AC010907.2,33.632
AL356479.1,61.64
AEBP1,48.998999999999995
ARHGAP42P5,77.157
RB1,370.00000000000006
HMGN1P32,6.0
LINC01726,44.356
AC021146.12,5.0
MIR335,1.765
MYLIP,215.0
AC113143.1,9.0
EIF4A2P3,12.079
CROCCP3,226.77800000000002
AC108051.1,0.0
RNA5SP481,233.30200000000002
C1orf109,128.235
AL022324.2,16.451
VEGFB,19.0
RNU7-14P,0.0
HNRNPA1P38,12.520999999999999
TGIF2LX,11.356
LGR5,47.00000000000001
AOX1,38.999
AC127526.2,13.302999999999999
AC244517.12,7.0
RNFT1P3,7.402
AL109755.1,20.0
MIR29B1,0.0
AL133481.1,0.0
MALL,105.839
RXRA,433.169
BX322557.2,2.0
HLA-J,14.416
ISL1,33.967999999999996
NFATC2,169.99999999999997
TSPAN11,34.0
AC090312.2,6.0
AC114316.1,6.0
HAPLN2,16.0
ATP5C1P1,4.0569999999999995
AC006296.2,11.0
BANCR,10.0
IFFO2,85.674
AC092393.1,8.0
MYO15B,265.33500000000004
AC007967.4,3.0
NACA2,3.128
NPHS2,9.896
PHOSPHO1,345.0
LY6E,53.743
AC007223.1,7.0
DICER1-AS1,618.567
AC244255.1,29.559
PPP2R2D,374.84700000000004
AL365226.2,10.0
ZNF516,946.1259999999999
TAS2R60,12.0
RNU6-156P,0.0
AL121972.1,5.0
BCYRN1,78.88
CACNG5,4.0
FIBCD1,11.0
AL354714.3,5.0
MED15P5,15.0
AC073316.3,18.0
RN7SKP249,0.0
AAAS,84.0
ZNF284,171.85
BRDT,60.431
AC090954.1,3.266
AC010531.1,0.0
BVES,153.366
AC009468.1,6.0
PIGCP2,4.0
SNAP29,252.26900000000003
MTMR9LP,22.976
AL133371.2,2.0
RNU2-27P,2.565
MTND1P4,2.0
ZNRF1,90.213
AC099535.1,5.0
ZMYND10-AS1,0.0
AC092652.2,217.507
AC132825.6,3.0
POU2AF1,681.4209999999999
PPP4R2,595.592
AP000855.1,9.0
RPS24P6,8.0
CKAP2P1,19.0
HBZ,8.436
LIF-AS1,25.342
AL671511.2,6.0
CHMP1A,51.0
NLRP8,49.391000000000005
LRRC1,67.332
C2orf27AP1,3.0
AL357873.1,3.0
MARCH1,836.6880000000002
RPL23AP16,3.0
PPIAP33,6.018
AC073655.2,56.964
TRAV9-2,5.0
TDO2,52.0
RNU6-864P,1.0
LINC01779,10.0
AP000904.1,12.0
AL442125.1,116.189
AC245047.8,3.0
TMCC3,383.708
AC244472.1,3.0
TGFA,160.001
UBTFL6,13.386
STARD9,554.384
CROCC,145.465
PKP4-AS1,58.443999999999996
FOXO1,340.012
PIK3CD-AS1,138.0
LINC00908,2013.2169999999999
AC022418.1,6.0
NDUFAB1,34.574
RN7SL553P,16.724
AL450336.1,7.692
RNU6-554P,1.0
AL121832.2,8.0
AL133499.1,4.0
EXT2,150.29099999999997
CD160,101.764
MBNL1,2381.2889999999998
TMEM190,0.0
AQP3,52.0
AL353803.1,39.93
CLIP2,90.143
ZDHHC20P3,0.0
POU5F1P4,12.970999999999998
SMAD5-AS1,27.406
HS6ST2,16.0
POC1A,17.0
SNORD54,0.7859999999999999
AL162430.2,52.292
RNU6-1229P,0.0
AL139089.1,17.0
RNA5SP65,0.0
NRN1,1126.7830000000001
AC069236.1,12.442
IGHVIII-67-2,0.0
AC011095.1,32.0
TMEM245,416.619
RPS6P14,14.0
AP003900.1,34.838
RNU6-502P,0.0
BTRC,153.0
TRAJ40,8.0
EMC6,1.58
AC007861.1,2.0
MAPK15,18.0
LINC00265,102.97
C22orf23,4.0
CBX1P1,0.0
ARG2,24.232
AC106822.1,44.343
GTF2IP7,212.25000000000003
MRC1,63.0
AC022398.1,1.0
LINC02257,28.418000000000003
AC138207.3,3.0
RNU6-113P,0.0
RNU6-279P,2.0
GPRC6A,30.0
AC131971.1,67.0
EMP3,89.001
AL139147.1,1575.89
IGBP1P1,3.0
AC073488.4,25.514
AC087284.1,122.0
MIR4449,0.0
AC016396.1,5.0
LINC02512,14.06
FP565260.5,4.0
AC098935.2,13.0
SNORD114-17,2.0
AC027277.2,0.0
RNU6-497P,0.0
AC007559.1,1.0
COG7,92.80499999999999
AC113383.1,15.0
FOXG1,53.01
USP53,294.80400000000003
CYP4F10P,22.0
CEP295,288.857
AC133637.1,7.0
SF1,656.001
ACAP2,1905.024
OR4F6,28.0
IGHV3-35,1.094
SNORD1B,5.0
AL390838.2,0.0
AC005618.1,31.055999999999997
UMODL1,46.00000000000001
HMGN2P15,1.239
VPS37A,205.02700000000002
AL512782.1,2.0
ITPRIPL2,227.761
LCE2A,2.0
AC135048.1,10.735
TRGV2,10.665999999999999
OR9N1P,5.0
AC018635.1,0.0
MAL,29.0
ZNF701,340.37
AP001062.1,16.734
MTOR,295.526
AC011462.1,6.446000000000001
AC239585.1,41.95399999999999
XPO6,2532.9690000000005
AC009118.3,31.112
AC139100.2,68.518
AC092646.2,31.0
RPRML,11.0
LINC00891,1532.125
CU639417.5,2.0
RNU4ATAC8P,1.0
NOX1,8.0
SNORA16B,11.0
DDX11L16,18.840999999999998
RN7SL757P,3.0
AL158212.1,13.475
LINC00543,17.0
RNU6-68P,0.0
Z68868.1,2.375
AF015720.1,14.0
AC009560.1,2.0
AC007638.2,34.326
MFAP3L,175.99999999999997
AL445928.1,5.0
C20orf96,37.0
KRT81,6.733
TMPRSS11CP,7.0
C14orf159,714.216
MIR22HG,50.999
AC106886.4,17.933
AC006960.2,70.301
NKAIN2,39.0
ZBTB44,720.312
MIR4318,0.0
XXYLT1-AS2,13.0
MIR5697,1.0
ALDH9A1,112.001
PSPC1-AS2,9.0
AC139491.1,29.726
AC006148.2,7.0
RNU6-769P,5.0
GSDMD,146.92399999999998
TPP1,345.002
MIR4688,0.0
SLC38A8,17.0
PPP1R2P6,10.276
PXN,626.116
OR4K12P,9.283999999999999
DECR2,66.285
IL5RA,149.534
AC008764.9,18.0
TTTY25P,8.0
WDR45P1,2.0
UAP1L1,61.358
AC104996.2,9.17
PGP,31.0
AC018693.2,4.177
OR51F2,13.0
MIR153-2,0.0
RPS3AP24,7.0
AC116533.1,133.393
AC010376.1,6.0
KRT222,33.0
EXOC6,390.7060000000001
MRPL22,184.85999999999999
RN7SKP254,4.0
hsa-mir-3130-1,0.0
AC007347.1,5.0
C1orf226,34.0
AC137630.3,12.645
MIR1302-5,4.0
MLH1,90.11599999999999
AC105391.1,0.0
OR9L1P,11.0
RN7SL186P,4.499
AC018866.1,11.206
AQR,544.353
