gene_name,HH003_R_SA_S9
OR4C16,0.0
AC108059.2,0.0
RNU6-1219P,0.0
TMEM97P1,0.0
AL021392.1,1.0
CERS3,5.0
AC008609.1,14.558
HOXC12,5.0
OXR1,29.095
SRGAP3-AS2,2.0
AC119403.2,0.0
AC008782.1,1.0
AC004492.1,1.0
CFAP43,11.0
AC097655.1,0.0
IRF4,3.0
AL451063.1,1.0
BRINP3,0.0
EFR3B,15.703
G3BP2,39.069
ANKAR,13.0
LINC01786,4.0
AC091175.1,0.0
RPL4P1,0.0
RNA5SP418,0.0
PRKN,6.064
RPS3AP36,0.0
AL359182.1,0.0
AC069503.3,0.0
AC108516.1,1.0
MIR4489,0.0
RNA5SP172,0.0
OR11J2P,0.0
OSTCP2,1.0
AL031058.1,1.0
AP003027.1,5.0
USP47,35.999
MIR380,0.0
ALG1L8P,0.0
AC074050.3,0.0
FAM57B,9.253
HYAL3,1.0
RNU6-360P,0.0
RPS6KA4,10.0
RN7SKP246,0.0
CBX1P2,1.0
LINC00484,11.0
AP001625.1,0.0
PRKCZ-AS1,0.0
HOXA11-AS1_4,0.0
CTAGE4,0.0
CYP4A27P,0.0
MTND4P27,2.0
BRD7P4,0.0
AC008250.2,0.0
NEUROD1,6.105
AC117500.1,2.614
AC023347.1,1.012
MIR4483,0.0
MTND4P13,1.0
AC074250.1,0.0
WDR97,7.614000000000001
TOP3BP1,2.0
MELTF,2.9999999999999996
RNU1-89P,1.001
TWIST1,0.0
GAPDHP57,1.0
AL355297.1,0.0
RNU6-1080P,0.0
ABCB10P3,8.666
AC008794.1,1.0
RNU6-1109P,0.0
AC118553.2,16.396
AC027343.2,0.0
AP000907.2,0.0
RN7SL584P,0.0
IL10,0.0
LINC02294,1.0
MACC1,16.317
AC092422.1,1.0
MIR7152,0.0
NDUFS6,4.0
ZNF69,3.247
MIR658,0.0
TNFRSF13C,12.155
IL18RAP,3.0
BTF3L4P2,1.694
FBP2P1,0.0
TSPOAP1-AS1,1.0
MIR4450,0.0
PON2,11.0
MDFIC,26.674
AC016550.3,0.0
AC096558.2,2.98
NDC80,18.587
AL513348.1,6.9270000000000005
A1BG,13.965
TTC39C,48.59
AC009478.1,2.272
AC006116.5,0.0
HEATR6,4.0
AC005858.4,66.48100000000001
NECAB3,0.0
CDKN2A,3.0
MRPS31P2,4.0
BX470209.1,1.0
AC009229.2,5.881
NDST3,10.955
RNU6-623P,1.0
RNASEK-C17orf49,0.0
OFD1P9Y,0.0
AC097381.2,3.0
ARL14EPL,1.0
UPF3AP2,0.0
XKR3,4.0
L3MBTL2,17.137999999999998
VPS13C,150.657
LINC00845,1.0
AC005042.2,0.0
LINC02326,0.0
KIR3DL1,2.0
TMEM239,5.171
SLC45A2,0.0
MIR4473,2.0
AC092278.1,0.0
ZNF252P,27.814
SERPINB8P1,0.0
RNU6-1010P,2.0
MIR503HG,0.0
KDM1B,26.0
CHEK2P4,0.0
AL627230.3,0.0
SNORA13,35.0
HIST1H1D,2.0
SHC4,42.442
SEC61G,7.007
VSIG1,20.314
AP002856.4,0.0
RNU4-68P,0.0
C8orf37,11.408
ALDH1L2,14.883
SNORA46,52.0
AC135068.10,0.0
CAGE1,6.138
DDX39BP1,0.0
TRBV20-1,0.0
GPR79,4.0
DPPA3,8.085
ENHO,1.0
SKAP1-AS1,0.0
MIR4790,0.0
NUP153,68.0
SULT1A1,38.034
AC138761.4,15.039000000000001
AL592076.1,0.0
AC099782.1,0.0
AP001180.4,2.0
RN7SKP60,0.0
AC105415.1,5.104
CST8,1.0
MIR6737,0.0
RN7SKP51,0.0
MIR4632,0.0
SLC20A2,10.0
REXO1L5P,0.0
AC018868.1,0.0
RPS29P28,0.0
ALKBH5,19.0
TRAV32,2.0
AC138360.1,0.0
RPSAP19,0.0
AC103563.7,0.0
IGHVII-51-2,0.0
AL356608.1,4.627
RNU1-82P,5.0
NIPAL2,5.568
IGKV1OR2-3,0.0
SLFN11,23.0
EXOC5P1,3.0
KRTAP2-1,1.0
HM13-AS1,0.0
LINC00430,1.0
Z73495.1,0.0
MIR1253,0.0
AC090164.4,0.0
AC007677.1,0.0
TTC23L,4.0
AC011462.4,1.0
NF1P9,3.114
RNU6-1150P,0.0
KRT79,2.0
AC073592.8,0.0
SNTB2,28.811
RNU6-954P,0.0
AC022431.1,0.0
PSEN2,6.161
AC107057.1,0.0
RPL7P61,1.0
APBB1,7.0
SNCB,0.0
AL603910.2,0.0
AC131011.1,1.0
USH1G,3.0
AC121761.1,1.351
LARP1BP2,0.0
SLC25A3P2,0.0
AC008808.1,0.0
NBEAL2,91.99999999999999
AL390783.1,4.878
TMPRSS3,18.023
BEAN1,8.0
RNU7-99P,0.0
AL354979.1,0.0
CALHM3,2.0
DNPH1,1.0
LINC01252,19.349
RNA5SP508,1.0
DUSP8P3,0.0
GLYATL1P3,0.0
NANOGP5,0.0
AC245014.2,0.5
FAM207CP,0.0
BOLA2B,0.0
AC006026.2,0.0
AC011492.1,0.0
CXorf40B,2.565
BCR,16.981
ZNF571-AS1,5.311999999999999
AL607028.1,1.0
CDK5RAP2,29.0
AC010761.3,0.0
AC009237.2,2.0
LINC01003,0.0
DBI,6.999999999999999
AL139819.1,0.0
AL357078.2,0.0
LINC00449,0.0
ZDHHC13,32.242000000000004
OR2T6,5.0
AC104819.1,0.0
MIR9-3,0.0
RPL17P11,0.0
RN7SKP47,0.0
CCDC184,0.0
AC013356.1,1.0
IL1RAP,58.239000000000004
USF1P1,0.0
AC009084.1,0.0
MIR1181,0.0
AF131215.6,7.053
Z98949.1,10.0
NOLC1,19.0
MIR6717,0.0
TRAV25,1.0
AC006445.1,0.0
AC114755.1,0.0
LINC00993,5.0
CFAP157,7.455
AC087343.1,0.0
RNA5SP181,0.0
PRDX3P2,0.0
KCNA5,2.83
OR5H7P,2.0
ZNF354A,8.475999999999999
MIR600HG,5.0
KRT17P2,3.0
ATF5,3.113
LINC02002,1.0
AC026412.3,1.0
PMEL,3.0
TMEM57,11.0
ZNF771,6.564
CCDC174,5.0
BX005040.1,0.0
AC026884.1,0.0
IGHVIII-2-1,0.0
AP003717.2,2.0
STK19,15.000000000000002
RNU6-57P,0.0
AC099518.4,0.0
RPS26P13,0.0
OR52R1,3.0
AC092437.1,3.6010000000000004
AC120114.2,11.535
C3orf56,2.0
CYP7A1,4.0
AC103808.1,3.0
AC008659.1,1.0
AC013727.1,0.0
AC008550.1,0.0
DLGAP1-AS5,19.0
BX842559.2,0.0
FAM90A1,3.0410000000000004
RNU6-535P,0.0
AC092447.4,1.0
ANKRD34C,8.0
MIR670HG,0.0
AC090424.1,0.0
DNM1P38,0.0
IFNA20P,0.0
DTYMK,12.307
OR52E7P,0.0
LINC02473,10.232999999999999
BMPR1B-AS1,0.0
AP001372.3,0.0
OR52E6,1.0
AC089999.2,0.0
MIR4256,0.0
ANKRD46,12.103000000000002
DNAJC19,15.498
RPL12P34,0.0
LAPTM4BP1,0.0
LINC01891,1.0
ARHGEF17,0.0
SCARNA21B,0.0
MIR762,0.0
AC119396.1,3.4810000000000003
FAAHP1,1.0
AC096666.1,0.0
AC009518.1,1.0
AC073111.4,0.0
AC020908.1,1.99
TRAJ25,0.0
FAM107B,27.0
TRBV29-1,1.0
RNU7-171P,0.0
AC010406.1,0.0
ATXN3,540.924
DESI2,11.0
AC103993.1,1.0
OLMALINC,2106.9440000000004
DIP2A,44.345
LYPD4,2.0
ASS1P5,0.0
OR5G4P,0.0
OBSCN,22.999000000000002
MIR944,0.0
GSTA4,8.0
PNP,21.712
AC117394.1,2.8110000000000004
MIR302F,0.0
USP17L1,0.0
AC019226.2,0.0
AP002954.1,0.0
PGR,18.999
GPAT2P1,0.0
SPDYE20P,2.0
AC104457.1,0.0
AL353681.1,2.0
TANC2,39.299
AC022960.3,0.0
MIR330,0.0
AP003170.3,1.892
FAM90A14P,0.0
HMGN2P20,0.0
AC109460.3,2.41
Z69908.1,0.0
RNY3P4,1.0
SIK1,2.059
SLC38A10,11.0
AC098679.5,0.0
ZNF790-AS1,5.793
RNA5SP64,0.0
DPH3P1,0.0
SSBP3-AS1,2.0
FTSJ1,6.0
AL391097.2,0.0
ASB9P1,0.0
AL035604.1,2.0
AC006329.1,0.0
AC039056.1,0.0
PPP3CB-AS1,9.483
AP002884.5,3.0
WFIKKN2,1.0
AL450327.1,1.0
MIR1206,0.0
RNY1P3,0.0
MEP1B,4.0
AL445687.1,0.0
KLRC4,2.27
PDLIM1P1,0.0
AC024589.2,3.0
AC005726.3,0.0
SNORA50,0.0
DIMT1,12.0
FAM182A,30.999999999999996
KCNMB3P1,1.0
USP9YP16,0.5
AC079906.1,0.0
TGFB2-OT1,0.0
MTND4LP17,0.0
AC078880.2,0.0
LINC00410,17.087
NBR1,47.553
AC012645.1,8.0
OFD1P7Y,0.0
PLXNB3,2.0
AC011195.1,0.0
B4GALT5,39.789
TP53TG5,0.0
MIR4701,0.0
AC009630.1,0.0
PAX7,6.0
ZC3H8,23.415
AP001266.2,0.0
AC078776.2,1.0
AC009948.5,10.15
AL450469.2,1.0
F11-AS1,5.0
MIR190B,0.0
AC091059.1,0.0
ABBA01006766.2,3.0
ARF4P2,0.0
RNU6-917P,0.0
MTCO3P19,0.0
AC009501.3,0.0
MTCO2P25,0.0
ZNF443,3.0189999999999997
VCX2,0.0
GAREM1,5.0
LYPD6,3.0
LINC01435,11.335
RPL30P2,0.0
RNF113A,1.0
IGHEP2,0.0
RN7SL380P,2.0
FRAS1,23.0
AC096667.1,6.0
DDX3X,141.425
OR2F1,27.401
MPV17L2,0.0
ATP13A3,45.0
TUT1,5.1739999999999995
AP000350.4,0.0
AL607077.1,3.0
AP000866.2,1.0
RET,3.0
AC231533.1,0.0
OR1F2P,1.0
AC007750.1,5.0
AC013264.1,0.0
ACTN4,8.0
IRF3,34.243
MIR4312,0.0
CLEC16A,45.093
DCAF13P1,0.0
TRIM51EP,0.0
TRIM51,9.118
PDHA1,7.447
PPT2-EGFL8,7.7379999999999995
STARD3NL,21.747
AL161912.3,0.0
RNU6-743P,0.0
AC078777.1,4.747
AC136621.1,3.0
SRSF7,17.0
RN7SL759P,0.33299999999999996
PTENP1-AS,5.0
ELOA,16.0
AL033379.1,1.0
SRSF2,13.0
RPL23AP24,0.0
AP003355.1,0.0
RPS20P2,2.889
ZSCAN20,7.1240000000000006
RNU7-126P,0.0
AL022724.1,0.0
AP000708.1,29.919
AC245036.5,0.0
AP000827.1,1.0
MRPL35P3,1.423
ABI1,47.001
AL138889.1,106.751
RECK,4.0
AC244100.3,8.0
AL022341.1,0.0
ZNF519P3,2.0
AC087632.1,6.149
MIR302E,0.0
CR392000.1,0.0
CIITA,67.70200000000001
AC007731.2,2.647
CHCHD6,0.0
AC079598.3,0.0
MEF2AP1,0.0
RPSAP36,8.874
AHI1,21.09
AP006295.1,1.0
ZNF280A,3.0
SOX30,6.0
AC004231.1,5.0
BBIP1P1,0.0
AC079456.1,1.0
AC006116.6,3.0
AC091078.3,47.266000000000005
RNU2-25P,1.0
AC093627.3,0.0
SQSTM1P1,0.0
MIR765,0.0
LINC01633,0.0
C9orf72,112.0
AC005255.1,2.761
RAB26,0.0
NHLRC3,22.668999999999997
TAB1,4.0
AC233968.1,19.191
IL22RA2,2.0
HMGN2P15,0.0
FHOD3,12.0
BX664615.2,0.0
RN7SL447P,2.0
STS,3.0
PLEK,30.000000000000004
SCAMP1,15.0
MIR4678,0.0
AC134980.1,5.0
RN7SL319P,0.0
SERPINE3,1.0
ZNF808,19.703
PLUT,6.0
AC060766.2,0.0
LINC02114,2.0
RNU6-412P,0.0
CD180,10.365
DHFRP2,0.0
TRIML1,4.0
MIR1913,0.0
OR51T1,1.0
MIR4788,0.0
LINC02138,1.0
PIGC,18.0
AC008739.3,0.0
EIF5AP4,0.0
AC006288.1,0.0
AL662791.1,1.0
RNU6-1124P,0.0
DNAJC5B,8.809000000000001
BNIP3P38,0.0
IFT57,3.0
AC008723.1,0.0
RHOT1P3,10.027999999999999
MIR142,0.0
DES,0.0
AC113192.3,0.0
MMRN2,9.061
KRTAP4-4,0.0
MIR6880,1.0
PCDHGB5,1.5419999999999998
AL451042.1,0.0
CCND3P1,0.0
AP001486.3,0.0
AC024587.2,0.0
AC068538.1,1.0
SERHL2,5.0
PGK1,47.963
AC005951.2,1.0
AC087292.1,2.0
TBC1D3P1-DHX40P1,0.0
AC021723.1,1.0
SETD2,48.13000000000001
PRORSD1P,8.61
USP17L22,11.379000000000001
MIR5580,0.0
LINC02346,1.0
CR383658.1,0.0
AC131532.1,0.0
AL359504.2,0.0
UBE2Q2P12,0.0
TRGV5P,0.0
AL596325.1,0.0
RNU6-340P,0.0
AC007785.3,3.0
MIR8074,0.0
ZNF29P,1.0
PHACTR4,24.014
LINC02087,4.803999999999999
AC005086.3,4.294
KRTAP1-3,0.0
RNU6-1220P,2.0
METTL18,1.0
AL109659.2,0.0
PRKAR2A-AS1,15.658
AC002091.2,0.0
AL118511.1,0.0
FAM8A3P,0.0
CCDC190,5.0
AC024581.2,0.0
AC005822.1,1.119
MIR6844,0.0
UXT-AS1,3.074
HNRNPA3P14,2.0
SPRY4-AS1,1.0
AC073062.1,3.736
AC010463.3,13.548
PRR16,8.05
AURKB,3.0
RNU6-902P,0.0
DNASE1L2,0.0
WNT9B,5.66
CCDC24,3.031
FBXO48,11.2
NIFKP7,0.0
AC139795.3,1.0
STN1,2.0
PITPNM1,5.861000000000001
CLCN1,4.0
SNAI1P1,0.0
KIF13B,24.0
FBXL21,2.0
NAMPTP1,17.604
LINC02128,1.0
PLBD1-AS1,0.0
AC215522.3,2.0
MTFP1,0.0
COQ10A,3.525
MIR1301,0.0
RNU6-1048P,0.0
AC019330.1,1.0
ALKBH3-AS1,3.0
MIR3689F,0.0
AC119428.1,0.0
NOP14,8.916
MRPS33P4,2.0
LINC00229,0.0
ZCCHC23,3.0
AIPL1,6.909
AC100830.3,0.0
BCAR3,4.464
KRT8P36,4.0
AC106774.8,0.0
AC009299.3,4.0
PSORS1C2,0.0
AL353996.1,0.0
RNU6-555P,0.0
AP003171.2,0.0
RNA5SP191,793.057
BMP7-AS1,0.0
AL078604.3,0.0
CERS6,17.0
ZNF772,13.757
RNU6-729P,0.0
AC083967.1,1.8619999999999999
H2AFZP1,2.0
AC022966.2,0.0
AL807761.3,0.0
CYP24A1,6.0
DBNDD1,2.0
RNU6-646P,0.0
AC245452.5,3.478
WDR77,1.0
RPL7P46,1.0
F8A1,3.0
PSD,6.0
AC091825.1,4.56
AL160272.1,1.0
RPL5P30,0.0
FO538757.2,0.0
AC091304.4,0.0
DIS3L,16.471
TMPRSS12,4.2860000000000005
MLXIP,41.064
AC097462.1,2.0
AC004910.1,2.437
FKBP1AP4,2.0
CST9,1.0
GNAS-AS1_1,0.0
MTCO1P20,0.0
CR383656.7,0.0
AC012349.1,119.976
ADAMTS6,8.0
TNS2,5.04
AC004080.1,1.0
RPS10P7,16.194000000000003
AL137802.1,0.0
RPL6P7,3.0
ALG1L,3.0
AC015909.1,4.717
CICP4,1.304
MTCO1P51,1.0
AC104088.1,8.408
MIR508,0.0
AL122127.1,0.0
ZNF83,47.125
RN7SL240P,1.0
AL583810.2,2.0
AC104109.3,0.0
RNU6-686P,1.0
AC005884.1,1.0
RNU7-66P,0.0
UBTFL2,7.0
snoZ196,0.0
AC105446.1,2.0
AC007923.4,0.0
RPS4XP20,4.0
ALX4,1.0
AL020989.1,0.0
AC068196.1,3.5069999999999997
MIR6876,0.0
AC005614.2,0.0
TPM1,38.245000000000005
RNU1-85P,0.0
FFAR1,6.9879999999999995
SYCN,0.0
OR12D3,7.0
MOBP,18.002000000000002
NAP1L1P2,2.0
SLC17A4,11.227
AL138721.1,0.0
RAPGEF5,11.0
AL354983.1,0.0
EWSR1,91.787
NAPRT,5.0
LINC01597,21.0
AC105443.1,0.0
NCS1,10.0
SLC26A2,27.406999999999996
LINC01264,0.0
GOLGA6L11P,0.0
SNORD115-10,0.0
FABP5P5,0.0
RMI2,1.0
RN7SL705P,0.0
MYBL2,3.0
AC018558.4,0.0
NUS1,17.0
OAT,29.0
GATA6-AS1,0.0
AC105398.1,0.0
AL606760.1,0.0
AC145207.3,0.0
ACTL8,2.0
AC079905.1,0.0
EGFR,4.0
IGLJ6,0.0
SDR9C7,1.0
SERINC2,5.085
ARAP1-AS2,0.0
MTCO1P8,2.0
AC008738.4,0.0
LINC01392,0.0
AP000942.1,0.0
SF3A1,17.0
MIR4729,0.0
TRIP13,6.555
AL049637.2,1.0
UBE2L2,0.0
UBA1,37.765
AL512624.1,0.0
LINC01521,15.915
HLA-P,0.0
AL158154.1,1.0
OR52N5,10.0
DDX5,144.15200000000002
BNIP3P13,0.0
LIN9,10.0
ADARB2-AS1,1.0
CYP2C18,1.0
C1orf94,2.0
CFAP206,5.388
ACOT1,0.0
PANK3,84.46100000000001
NKX6-2,0.0
PDCD5,7.0
SETP5,1.0
MIR4681,0.0
RN7SKP289,0.0
AC018754.1,1.0
FBXO33,7.0
AC092164.1,1.722
AL158151.3,0.0
AC079414.1,0.0
HYAL2,1.0
FCER1G,6.0
SNORA70J,0.0
AC105094.1,0.0
DHRS7B,10.547999999999998
AC008663.3,0.0
AC127540.1,3.0
RNF24,131.26500000000001
ACSM2B,51.163000000000004
SLC12A5,15.863
AC096536.2,0.0
LINC00243,6.135
AC126755.2,3.5789999999999997
AL359502.1,0.0
AC090615.1,0.0
AC139100.2,14.0
AC024023.1,1.0
TLK1P1,6.0
RNU6-915P,0.0
RPS13P2,0.0
MME-AS1,0.0
SNORD18C,0.0
LINC00641,18.320999999999998
AC009075.2,0.0
AL158827.2,0.5
FAM170B,0.0
AL359851.1,7.0
NID2,2.0
AL121983.2,3.0
AC013451.2,0.0
LMO7DN-IT1,0.0
TMEM198,2.0
RN7SL341P,0.0
AC117522.2,16.041
SRRM4,73.735
AC010503.3,0.0
AC005297.3,2.0
SNX4,7.0
RNU2-68P,0.0
AC123768.1,0.0
SRA1,4.0
AC004943.3,0.0
ELOBP1,0.0
FMO2,4.0
AC073585.1,0.0
AL359880.1,0.0
AC104699.1,0.0
ARL11,24.993
STYX,42.94
AC112498.1,0.0
GPR32P1,1.0
KATNBL1,57.421
FAM198A,4.0
AC104232.2,4.0
AC092718.8,1.14
TSHB,0.0
AP007216.2,1.0
PANCR,3.0
AC005625.1,0.0
ACTR8,7.0
AC122713.2,22.334
AL021707.3,2.0
AC016877.1,3.068
KRTAP13-3,0.0
LACTB,12.768999999999998
AC092570.1,0.0
RN7SKP91,5.001
HSPE1P16,0.0
CAPSL,4.0
TXLNG,5.0
OR51Q1,1.0
AL137159.1,2.0
AC005838.2,7.292999999999999
AC011410.1,2.0
FO082842.1,3.0
GNPTAB,27.547
IGHV7-56,0.0
NR4A2,10.0
AC008676.2,5.0
SNORD113-5,0.0
LINC00637,4.566
MAPK12,3.59
AC137932.1,0.0
GNG5P5,0.0
CLDN20,1.0
RNU4-80P,1.0
GPR3,0.0
C15orf40,96.48100000000001
TSPAN6,65.02
AL355482.1,166.21
AC025766.1,1.0
GALNT16,9.39
FGFR3,3.0
RGS17P1,2.0
SNORD108,0.0
ENO3,2.0
AL133217.1,0.0
RN7SL408P,3.89
AL031719.1,0.0
RPS29P11,0.0
AL365366.1,0.0
AC245100.2,2.0
AC011257.1,0.0
TCF19,8.0
FRMD4B,23.999000000000002
LINC02406,2.0
SEPT14P4,0.0
AC021269.1,2.0
SNORD113-3,0.0
AC083836.1,5.265
CEP68,21.279000000000003
AC104651.1,0.0
RN7SKP279,0.0
AC120498.6,0.0
AC243829.7,1.4409999999999998
PLEKHA3,88.77699999999999
AC239800.4,0.0
MIR585,1.0
AC095055.1,1.0
AL162734.1,0.0
MIR8081,0.0
MIR5582,0.0
AC008770.1,102.486
CRABP1,2.0
MTPAP,38.224
PISD,22.0
ASB4,41.353
AC037459.4,1.0
AL391361.1,0.0
MINCR,1.0
AC117569.1,2.0
AC245100.1,2.0
AC040168.1,0.0
AC116096.1,25.0
KRT8P20,0.0
PCDHA13,0.0
FAM171A2,2.0
AC024559.2,1.0
RNU6-1000P,0.0
SLC52A2,1.0
CR383656.5,2.843
D21S2088E,9.382
ZNF256,3.0
LINC02010,6.0
AL157996.1,2.0
AP000904.1,1.0
AP000560.1,7.0
CTBP1-AS,5.1370000000000005
AC000061.1,0.0
AFMID,18.898
MIR6127,0.0
AC018362.2,2.1590000000000003
GALC,50.27799999999999
EDA2R,0.0
MTUS2,7.0
C20orf197,9.0
AC007163.1,0.0
UTP14C,15.9
FRMPD3-AS1,0.0
AC007998.4,272.778
TUBB8P4,0.0
LINC01623,29.955000000000002
AL022328.4,0.0
ZSCAN23,4.0
H2AFB3,0.0
PRRT1,2.0
AC139491.3,0.5
LRP3,0.0
AC084880.3,2.0
YWHAQP9,0.0
AL445189.1,0.0
AC097372.5,0.0
C19orf33,0.0
AC069272.1,0.0
ZFAT-AS1,1.0
MTRNR2L8,2.677
AC236430.1,0.0
SLC51A,9.814
NCOA6,47.042
AC104137.1,0.0
LRRK1,596.971
FALEC,3.0
RNU6-888P,0.0
PCDHA10,17.467
LRP11,2.0
AC007906.1,1.0
FCF1,62.899
LEMD2,11.0
LYZL1,1.0
XKRY2,0.0
LINC00561,1.0
AL592148.1,0.0
OR4Q3,1.0
RN7SL156P,6.0
AC104117.4,0.0
RNY3P3,1.0
UGGT2,111.24300000000001
AC103736.1,0.0
VTI1BP1,1.0
KLHL33,52.266999999999996
MIR1284,0.0
AC010287.1,1.0
AL355472.4,1.0
HLTF-AS1,0.0
CYCSP29,0.0
F2RL3,13.918
AC012073.1,4.0
AC053503.3,0.0
RPIA,245.0
CSF2,0.0
SAAL1,6.0
OR8T1P,0.0
MIR6816,0.0
ZBTB40,17.3
GRIA2,9.0
AC245291.1,0.0
AC073218.2,2.358
Z82196.1,1.0
AC023202.1,0.0
AL162171.2,0.0
KIAA0087,1.01
ABL1,10.0
HIF1AP1,0.0
Z84492.1,0.0
LY6G6F,1.0
OGFR,10.0
LINC00888,3.228
SLC45A1,0.0
AP001273.1,10.0
AC131009.4,8.0
NRCAM,3.0
APOE,4.181
CARMIL1,10.0
AC244505.2,2.0
MIR3195,0.0
RNU2-32P,0.0
BATF3,4.0
AC063950.1,0.0
COG2,34.382999999999996
AL356134.1,1.0
DSCAM-IT1,1.0
AC092745.2,3.0
AC021205.3,14.300999999999998
AC007450.2,0.0
AKIRIN1,30.36
AJUBA,5.062
GJC2,1.0
AC244107.2,0.0
AL137003.1,0.0
AC009135.1,17.269000000000002
HAGLR,9.0
AC114480.1,11.089
HNRNPMP1,2.0
UMOD,1.0
UNC45B,5.0
PLEKHM3,26.29
SLC4A1APP2,4.0
RNU6-621P,3.0
KRTAP4-7,0.0
AC091917.2,0.0
AC005828.2,6.0
AC008074.1,3.615
ADAMTS10,7.0009999999999994
RRM2P2,0.0
AL049829.1,0.0
AC090970.3,12.046
STAMBPL1,15.053999999999998
AC026369.2,0.0
AC073862.2,5.433
AC114546.1,2.455
FAM19A4,2.0
NUP50-AS1,47.379000000000005
RPL37AP1,1.0
AC090498.1,0.0
FNBP4,48.999
BTBD10,25.446999999999996
AC008507.1,0.0
COL9A3,4.0
AC006372.4,2.0
RPF2P2,1.0
AC110994.2,1.0
AL596442.2,0.0
SNORA80B,6.0
RPS11P7,0.0
ADRB3,0.0
FAM110C,4.651
CDCA7,5.0
FAM91A1,67.821
AL139350.1,0.0
RNU6-1214P,0.0
MIR4645,0.0
RNU6-614P,0.0
AL158070.2,5.0
CEMP1,0.0
CXADR,22.468
NENFP1,0.0
AL137145.1,13.238
PSMG3-AS1,4.0
SRCAP,40.388999999999996
NPM1P13,1.0
MTCO1P11,9.0
AL359273.1,3.0
LINC01832,0.0
AC092868.2,1.935
CA15P2,0.0
AC104463.1,0.0
IGHG4,1.474
OR6C1,1.0
DUTP1,1.0
FSTL1,21.000999999999998
RNF38,25.0
AC233723.2,10.527999999999999
AC008705.1,0.0
LOXL3,3.0
MIR4756,2.0
AC078880.1,8.0
NHLRC1,4.033
SMARCAD1,19.0
DCN,30.488999999999997
AC000111.1,0.0
AC007598.3,4.959
AD000671.1,0.0
AC026904.3,1.0
AC078841.1,1.0
AL356583.3,0.0
ENTPD3-AS1,1.054
RPS20P14,0.0
PSMB2,19.049
GDF5,5.662000000000001
HMGN1P13,0.0
AC092279.1,15.860999999999999
AL008721.1,1.0
TEX13A,1.0
SNTG2,8.19
ZYG11B,58.968999999999994
UGDH-AS1,1298.992
TRIM26,17.999
RPS15AP12,0.0
AC010655.1,0.0
HAUS6P1,1.19
AL450063.1,0.0
AC125232.2,0.0
SELENOH,12.079
Z97205.1,0.0
AC126177.3,2.0
AC027796.4,0.0
PFKFB1,1.0
KCTD18,43.698
AC092639.1,4.0
UPK1A-AS1,7.0
OR4C7P,0.0
AC008993.1,12.0
AF186996.1,1.0
MIR4435-2,0.0
TNNI3K,3.601
AC087897.2,1.022
AL136295.2,2.354
ZNF603P,0.0
MIR4277,0.0
KRT18P1,1.0
PARGP1,30.511
OR52A1,50.908
AC017002.3,4.293
ITGA8,14.047
AL513327.3,1.0
MRPL17,3.0
AC078922.1,2.0
KCNQ1OT1_2,0.0
AL049873.1,0.0
LRRC37A17P,0.0
MNX1-AS2,0.0
HMCES,7.0
AC007389.3,14.442
COX17,13.0
MLN,0.0
AC092299.1,10.794
KRT16,1.0
AC092892.1,0.0
LINC01592,3.0
TUBE1,13.986
TPRG1-AS2,5.0
FOXD2-AS1,2.0
PGGHG,29.0
UBBP1,0.0
AC072026.1,0.0
MTND3P21,0.0
FERD3L,3.0
PAICSP6,4.0
ANXA2,23.062
AC005104.1,0.0
NPM1P42,0.0
MIR4464,0.0
DGKZP1,0.0
TRGV5,2.0
LEFTY2,0.0
TGFB1I1,6.0
AC087163.3,1.0
LIPA,26.007
SPIN4-AS1,0.0
AC079789.1,0.0
PSPH,16.689
RLN3,0.0
NHLH1,3.0
AC137579.2,0.0
AC092620.3,4.274
ARSE,1.0
AP003033.1,0.0
SMARCC1,45.253
PPP1R1AP1,0.0
RN7SKP42,0.0
ARHGEF37,9.0
MIR548A3,0.0
VTI1BP4,0.0
PDCD10,23.000999999999998
AL158062.1,4.0
JUND,37.0
PSENEN,6.205
AC006023.2,0.0
AC092017.4,72.548
AC019294.3,0.0
AC127526.1,0.0
C16orf62,35.833
GGA3,19.0
NARF-IT1,0.0
FOXD2,2.0
TNRC18P1,2.0
FOXA1,0.0
KCNA10,1.0
ZNF655,69.008
WDR43,9.999
HMGB1P20,0.0
MIR1273A,4.942
AC015959.1,2.0
MORF4L1P5,1.0
TMEM177,1.0
OR4C49P,0.0
AC096669.1,5.0
AL160411.1,1.0
SLC38A1,76.67699999999999
RARRES2P5,0.0
CDAN1,13.047
MBD3L5,0.0
SNORA25B,0.0
NPIPA5,0.0
RSPRY1,47.218
NUP43,27.997999999999998
ATRX,76.791
RNA5SP378,0.0
MIR4755,0.0
WTH3DI,6.938
AL357874.2,4.1419999999999995
AC026785.2,0.0
AC020658.6,2.17
AC005387.2,0.0
ESPNL,0.0
FABP4,0.0
MED15P7,2.0
RNU2-55P,1.0
PSMD10P2,3.81
SLU7,16.493000000000002
RPL18AP15,0.0
CDADC1,9.0
LINC01695,92.5
CPD,113.43800000000002
TSPY1,0.0
AP002770.1,0.0
AC009120.1,1.0
AL355512.1,0.0
AL646090.1,0.0
STAU2,26.0
VN1R67P,0.0
ATRN,14.441
FRG2IP,0.0
USP17L13,0.0
AC090680.1,0.0
AC093763.1,0.0
AC007041.1,0.0
CTNNA2,9.0
AL137071.1,0.0
TSHZ1,7.0
PI3,1.0
MIGA1,59.2
NTAN1P3,0.0
AC118653.1,0.0
B3GALT4,1.0
