gene_name,HH003_K_SA_S8
AC027031.2,4.0
PTGES3L-AARSD1,0.0
CCDC88A,110.717
PRICKLE4,2.0
CICP24,3.3739999999999997
SPATA2,19.468
AC009901.1,3.0
NSMAF,64.001
AZIN1-AS1,12.157
AP002075.1,2.0
TANGO2,87.092
AP000346.1,7.252000000000001
RNU6-525P,3.0
AC025278.1,4.0
MIR4536-1,0.0
NINJ1,72.19099999999999
MTCO3P41,0.0
STT3A,79.358
MTCYBP36,5.0
AP001120.1,7.0
ZNF572,11.0
MTCYBP1,1.0
AC120042.2,2.0
ZNRF2P3,0.0
LINC02200,2.0
PWAR6,24.0
GTF2IRD2B,80.715
AC012065.1,0.0
SSXP5,0.0
LINC00491,8.205
AC073310.1,0.0
RN7SL484P,0.0
AC006329.1,0.0
SGO1-AS1,89.06300000000002
SH3D19,16.001
RPS29P28,0.0
AC011333.1,0.0
C17orf97,2.0
AC103724.3,3.0
SPATA3,8.0
RBM48,38.82
AC006947.1,9.53
IGKV1D-43,0.0
AL645941.1,2.0
OLAH,19.204
RPL23AP20,0.0
AC068189.1,3.0
GAPDH,98.97899999999998
SNORD127,0.0
AC090377.1,43.735
AC020978.10,14.345
RAB11FIP4,87.655
PTCH2,4.0
HLA-DQA1,46.254000000000005
MIR3907,0.0
CPQ,111.984
AL135999.1,25.125
RNF11P2,1.0
AL158050.2,3.0
AC023090.2,17.250999999999998
RNA5SP194,0.0
SLC10A5,7.0
NEGR1,302.281
AL117339.5,18.885
AF274854.1,0.0
SPATA13-AS1,0.0
ATP5A1P10,42.577
NRG2,8.0
DNAJC19P4,1.0
LINC01101,3.0
PLS1-AS1,1.0
SHPRH,280.42400000000004
CLEC12B,14.0
AL139184.1,0.0
AL078595.1,0.0
IFNA8,1.0
OR8K2P,1.0
AC005011.1,0.0
CT45A8,0.0
LINC00368,21.410999999999998
RNU6-1204P,0.0
TULP4,38.224
RNU6-729P,0.0
AC091980.2,8.0
GUSBP6,3.0
AC009268.1,10.0
PCDH11X,19.234
AC106760.2,0.0
AL391825.1,9.0
RPL12P12,0.0
IVNS1ABP,144.999
SDHAF3,8.0
AC020931.1,1.0
AC026474.1,7.027
AC003688.1,0.0
MIR6751,0.0
IFT74-AS1,1.0
CR936218.1,0.0
KRTAP20-3,0.0
IFI44,14.0
DUXA,11.655
DMTF1,85.15100000000001
AL035078.2,0.0
AL359073.1,0.0
MAMDC2-AS1,51.454
AF107885.2,5.0
AC100832.1,3.0
AL035417.1,0.0
TPSAB1,1.063
AC024060.1,3.0
LINC01226,312.702
AL627308.1,0.0
AC008507.3,2.0
NAA35,19.223999999999997
RBM42,12.0
RAB11FIP1,317.408
AKIRIN1P2,0.0
RPS13,38.159
RNA5SP259,2488.232
CCDC7,92.095
AP003119.1,0.0
KRT18P18,0.0
LGALS13,4.0
AC012513.2,5.0
AC078925.3,21.544
AC109811.2,0.0
TM7SF2,6.0
HMGN2P15,1.0
RNU6-886P,0.0
TFAP2E,5.0
AL031274.1,2.0
TOMM20L,4.0
AC092902.1,4.934
AC138474.1,8.0
AK6P2,1.0
MCM7,54.0
CYP4F44P,0.0
AL596442.2,2.0
WASH4P,0.0
HGD,7.0
AL034399.2,20.651
MIR103A1,0.0
AP001189.5,1.0
AL441989.1,0.0
AC097493.2,3.0
VWF,37.05799999999999
MIR3622B,0.0
LINC01158,2.0
AC126177.6,8.0
AL031123.2,25.721
KLRG2,5.0
AC073578.2,1.0
ELOCP6,5.0
LARP1B,55.0
ACOT11,291.384
AC090096.1,1.0
MTND2P26,1.0
PKNOX1,65.89500000000001
NDST3,24.37
AC124891.1,0.0
RPS26P45,1.0
SNORD115-45,1.0
MAP3K21,13.0
LRRC57,215.561
KRTAP9-10P,0.0
REXO1,17.0
CD58,24.0
LINC01305,6.999999999999999
MIR7160,1.0
AP003484.1,0.0
LY6H,4.0
FAM224A,15.828
AC069439.2,7.0
RNY3P3,1.0
OTX2,7.0
AP002444.1,5.0
RNA5SP45,0.0
KRT18P13,7.0
AL603841.1,2.0
FLJ30679,31.888
AP003066.1,5.176
PPFIA4,31.0
BX537318.1,0.0
FTH1P22,0.0
SUGT1P1,4.0
AC079316.2,79.596
AP001922.6,4.0
XIST,33.436
AC112698.1,11.0
MIR6793,0.0
CCDC40,33.16
PLIN2,17.721
MIR4501,0.0
SPARC,71.0
REST,88.0
UNC93B7,0.0
RALGPS2,93.03299999999999
EDA2R,2.0
AC008173.1,0.0
CHD2,421.824
AC023141.9,1.0
MYLK-AS1,7.0
FAM76A,19.662
AC007952.3,7.0
AL031229.1,0.0
ZNF395,29.7
YWHAEP1,4.0
NEURL4,20.0
AC091544.1,0.0
AC006499.1,3.0
AC092032.1,0.0
OR5W2,4.0
AL158207.1,0.0
AL121978.1,0.0
MIR3689D2,0.0
MTNR1A,2.0
AC253576.2,5.0
ZNF350,18.822000000000003
SLC16A9,14.0
CYP2F2P,4.0
AC026401.2,12.198
HMGB3P10,0.0
AC015871.3,88.197
AHCYP8,0.0
RNF224,4.0
IGHJ3P,1.0
AL390334.1,18.990000000000002
AC105105.2,67.468
RN7SL791P,4.152
AP002008.2,3.0
MRPL11,11.0
LINC01016,163.795
FKBP1AP3,0.0
AL512624.2,28.353
AC011155.1,3.0
SEC11A,215.55999999999997
RNU7-85P,0.0
RNU4ATAC7P,0.0
AC092167.1,2.0
AL353604.1,0.0
MED28P8,0.0
MMS22L,210.34400000000002
AC020907.4,5.053
AP000766.1,22.48
ARFGAP3,27.453
AP000842.3,20.0
AF131215.3,1.0
TSPOAP1-AS1,6.9990000000000006
THAP3,10.0
TUBB3,2.0
MIR1182,0.0
AC090079.1,2.0
LINC-ROR,11.07
CCT5P1,6.0
FMR1-AS1_2,1.0
RPS4XP16,3.0
HOXD4,4.272
SRP9,42.786
SLC3A1,33.613
TKTL1,5.0
AC091180.4,1.0
NR4A1,29.654
AL121885.3,0.0
LINC01598,46.551
LINC02364,4.0
DLG2,56.998999999999995
RNU6-678P,0.0
HGS,62.065
MGAT3,11.0
MORC2,35.208000000000006
LMLN,60.884
MRPL18,9.0
RN7SKP116,0.0
IL1A,7.0
RN7SL422P,0.5
AC013244.3,7.0
TPSP2,0.0
ZNF500,48.424
SCIMP,38.449999999999996
GPT2,28.064999999999998
GHRH,5.0
RPA2P3,3.29
PPP3CC,23.999000000000002
AP005902.1,1.0
C19orf48,6.349
RNASE8,2.0
RPL23AP6,1.0
AC104389.1,2.0
CNN2P12,0.0
CRYGD,0.0
SRRM1,70.82300000000001
RNY4P20,0.0
LINC00114,14.874
RN7SL234P,15.390999999999998
AC079296.1,6.0
MUC6,27.0
KRT8P41,0.0
AC090510.2,2.0
AL359458.1,3.0
AC109925.1,2.0
AC134312.2,2.0
AC023283.1,137.391
RNA5SP36,0.0
CIITA,142.276
OR7A11P,0.0
IL1B,39.001000000000005
ACBD3,22.0
AC020663.3,10.0
ARHGAP42P1,10.318
SHMT1P1,1.0
TTLL4,38.634
MIR1587,0.0
AC245748.1,0.0
AC104308.1,0.0
NPAP1P3,10.526
NIPAL4,10.014
MTCO1P30,3.0
AC010503.3,1.0
ERO1A,131.324
AC010857.1,53.0
AC010904.2,15.0
AC013472.1,14.300999999999998
AC007192.2,0.0
RPRML,4.0
LINC01675,0.0
AC011894.1,0.0
SNORD116-23,6.358
AC137590.1,0.0
SPRR2D,1.199
SEMG1,4.0
WSB1,393.076
AL138690.1,30.0
AL023806.3,517.029
RPS27P20,3.0
CASP14,13.255
MIR570,1.0
AC005632.3,0.0
AC008871.1,0.0
RNU6-217P,0.0
ANKRD7,10.116
MIR648,1.0
AL365434.2,0.0
SLC12A5-AS1,6.013999999999999
MIR1273G,4.876
RN7SKP224,7.902
AL133482.1,2.0
RNY3P1,9.148
CFAP54,1141.731
FOXN3-AS2,0.0
ZBTB45P2,0.0
DSTNP5,3.0
AC018737.2,26.712
AL357497.1,9.635
PRMT2,63.0
ACTBP12,0.0
AC010997.5,0.0
LIX1L-AS1,18.247
MRPS21P6,1.0
snoMe28S-Am2634,3.0
CHDH,31.616999999999997
AC013269.3,0.0
IFNWP2,4.0
AL049749.1,2.0
HSPD1P15,4.0
LINC01318,22.0
AL121906.1,0.0
AMD1P2,1.0
AC244196.4,0.0
HACD4,81.514
UBE2E2-AS1,0.0
RPS26,34.57900000000001
AL157713.1,3.845
AL513122.1,5.0
NDEL1,210.97699999999998
AP000534.1,11.729000000000001
AC084851.2,4.0
TAAR8,4.0
TNNT3,2.0
RN7SKP211,0.0
AC022679.1,3.0
CREB3,8.0
AC023481.1,0.0
AP003068.1,0.0
AC090922.1,3.0
RDH10-AS1,10.0
KCND3,20.984
INPP5F,28.92
AC006457.1,0.0
SNORD114-19,0.0
NPY6R,19.04
VN1R82P,0.0
AC243547.3,0.0
AFDN,75.492
AC114808.2,1.0
RN7SKP293,1.0
SNRPCP17,0.0
AC120193.1,12.0
THEGL,9.0
AL034380.1,0.0
PEX5,33.0
MAGEA5,0.0
FP236241.1,111.977
RBM17P4,6.345
HNRNPA1P64,5.0
AC073176.1,1.0
AP004609.3,16.0
SERPINB8,21.546
ARID1B,298.842
UBQLN4P1,0.0
MRPS18BP2,1.0
AC245052.1,4.584
CHCHD2P3,0.0
ELFN2,18.006
LINC02295,0.0
ZNF385B,21.0
AF186996.3,0.0
LINC01475,3.0
AL359979.2,2.0
AP002884.3,222.06900000000002
EEF1A1P37,0.0
LINC01890,2.0
TRAPPC3,37.383
FZD8,9.0
CCPG1,173.977
PRR26,31.081
AC012146.3,0.0
C2orf73,6.0
AP000919.2,1.0
AC079140.1,2.0
AC005476.1,0.0
AC018521.5,137.924
AC013476.1,0.0
UBE2D3,359.48
AURKAIP1,6.0
MIR6850,0.0
RNA5SP295,4.194
AL596094.1,1.0
CYP2C8,6.0
AC023905.1,57.37899999999999
AC139272.1,0.0
ZNF736P11Y,0.0
AL445250.1,568.331
NCCRP1,15.620999999999999
DISC2,0.0
GPBP1L1,156.315
DPP4,27.0
MIR3147,0.0
AL008718.3,1.0
MIR3146,0.0
TUBA3C,0.0
AL022578.1,3.0
AC007546.2,4.0
FAM74A4,3.682
TTLL10,13.515
FGD6,38.691
PRR13P2,1.0
OR5AP2,0.0
ZNF418,16.035
AL109628.2,0.0
RPS29P11,0.0
AL161725.2,1.0
AC079601.1,6.0
AC009558.2,0.0
AC093524.1,0.0
ELOCP21,2.0
AC127024.5,2.0
AC244196.5,0.0
ISPD-AS1,12.369
Z99943.2,1.2919999999999998
TPRG1LP1,6.0
AL356309.1,0.0
MTCO1P4,0.0
C14orf105,18.171
MIR6739,0.0
CXCL1P1,1.0
ZNF600,17.304000000000002
E2F3P1,0.0
AL512604.2,9.68
AL078601.1,0.0
LIPN,8.0
C20orf166-AS1,25.129
CARSP1,1.0
PCNP,47.952
OR8H2,8.0
AC105053.1,10.595999999999998
AC006487.2,2.0
RNU6-651P,1.0
ADAM1B,20.331
MIR6853,0.0
CELSR1,28.0
MRPL57P1,1.0
AL136090.1,2.0
EHD2,23.38
LINC01258,8.0
LINC00964,36.698
HLA-DPA3,0.0
LINC01153,3.0
ETNPPL,19.215999999999998
AL442663.3,9.0
NR1H4,15.0
AC091045.1,9.0
KIAA0100,86.359
GLYATL1P1,9.0
KLF2P1,0.0
SEPT14P4,4.471
RFKP2,3.0
AL031708.1,29.789
LINC02473,32.874
HPF1,8.715
SSTR5-AS1,30.64
FGF16,2.0
MIR4464,0.0
ATP5I,7.0
TRIM51EP,8.236
AC091515.1,2.0
AL158154.2,77.093
LINC01574,0.0
AC092745.2,17.0
MMADHC,36.562999999999995
CYP3A43,40.91
AC096921.1,1.0
AC017071.1,9.0
LINC01237,11.284
ARHGAP19,42.0
DEDD2,50.0
LINC02184,1.0
C17orf105,45.278999999999996
FTH1P5,1.148
UQCRBP2,4.0
MTERF1,50.06
AL450998.1,3.0
RNY1P15,0.0
POLE2,63.263000000000005
AL158834.2,2.0
AC025263.2,0.0
SNCG,1.0
MMRN1,20.0
HNF4G,7.623
AJAP1,58.348
RN7SL824P,3.236
SATB1,81.0
ZNF652P1,3.0
AC090286.3,0.0
U2SURP,91.0
CDKN2B-AS_3,0.0
HMGB1P4,1.1179999999999999
CORO7,85.5
OR6K6,0.0
STEAP1,14.596
TTTY14,10.039
OR7G3,5.0
AC009474.1,3.0
RMND1,14.521999999999998
AC089998.3,1.0
AC096637.1,2.0
HNRNPA1P68,6.0
PICALM,675.0
AC104809.1,8.0
LRRC36,17.856
AC025437.3,12.632
AL031729.1,0.0
AC093303.1,2.0
AL445623.2,19.0
MTCYBP35,4.0
AL157770.1,2.0
KRTAP24-1,2.0
AC096564.2,25.26
AL049693.1,0.0
AL139286.2,1.0
ANP32E,64.999
LINC01891,1.0
AL390882.1,1.0
CBARP,1.0
IL1R1,55.601
BARX1,0.0
NPM1P38,2.012
RN7SKP123,2.0
EIF4A1P5,2.0
LINC02168,1.0
MIR5685,0.0
MYEF2,109.65899999999999
AC110285.5,0.0
AC005481.1,8.0
NAA16,57.608999999999995
MDFI,3.0
MIR6773,0.0
RBMY2OP,1.0
AC013268.5,0.0
POLR2B,88.63999999999999
NCRUPAR_1,0.0
WDR35,34.0
AC024405.2,145.0
KRT16P5,0.0
AC080013.5,1.0
RN7SKP68,0.0
MEG8_1,0.0
MTCO1P14,6.0
AC107072.1,0.0
ATP6V1F,9.0
TM9SF2,100.0
PAK3,42.247
RNA5SP474,0.0
AL691482.2,0.0
AC133565.1,1.0
RAB8B,131.0
CFAP97,108.49100000000001
AC011816.1,12.0
EXTL3,124.096
LINC02558,5.0
CDK14,51.001000000000005
MRPS31P5,30.814
AC109587.1,13.05
MIR548I2,1.079
IL33,32.0
PGM1,8.001000000000001
ZSCAN10,9.016
SUCLG1,11.998000000000001
AC084871.2,3.0
TRPM3,89.385
RPL38,72.666
RNU6-1191P,0.0
AC124893.1,11.675
CXCL11,3.0
AC226101.2,0.0
AC112203.1,0.0
MIR3976,0.0
ONECUT2,64.0
Z82196.1,0.0
C1orf167,19.998
LINC00384,17.0
SUMO1P3,2.0
SPATA2L,5.0
AC023866.1,7.0
RNA5SP441,1.0
ELF3-AS1,0.0
AGR2,8.0
WDR45B,30.239000000000004
LYN,256.052
FERMT2,60.219
AP000821.1,7.0
AL583835.1,2.0
MGARP,2.0
CPEB3_ribozyme,0.0
MIR4306,0.0
HDAC10,16.0
C6,16.000999999999998
M6PR,24.999999999999996
ZNF730,17.0
AC016553.1,5.0
ZNF124,55.30299999999999
AC013436.1,3.0
AC008080.1,4.0
CCDC183,2.0
GTF2A1L,3.0
AF186996.4,0.0
MT1P1,0.0
AC048344.1,3.279
ANO7L1,5.0
PGAM1P10,3.0
AC012314.7,0.0
CPTP,0.0
AC073188.3,3.0
PPM1N,24.746
RN7SL810P,2.0
AP005131.5,0.0
CLDN19,12.805
OR4A47,4.0
AC092164.1,7.086
FAM83E,11.277999999999999
RGS16,6.0
AC099494.3,8.392999999999999
AP005482.2,5.635
AP002439.1,1.0
AL133342.1,16.0
HNRNPLP1,7.146
LY9,56.313
TMEM86A,9.0
AC138915.2,0.0
RN7SKP180,6.056
OR7E105P,2.0
AC017074.2,0.0
AC012507.3,0.0
PTTG3P,0.0
AL365295.1,54.332
RPL22P22,0.0
AP005121.1,20.0
XKRX,4.0
AL358332.1,1.0
LINC02213,1.0
RN7SL653P,1.0
OR2M3,984.323
CNOT4P1,6.0
MPDU1,28.932999999999996
TDGF1P7,0.0
AC105398.1,0.0
RNA5SP143,0.0
CCDC32,97.286
AC007036.3,5.832999999999999
HSPB3,2.0
AC112715.1,0.0
MARCKSL1P2,52.726000000000006
AC034102.8,0.0
LINC02176,3.588
RPS10P14,0.0
MIR5707,2.0
PDCL3P3,6.0
AC006041.1,0.0
PAFAH1B2,115.625
CD163L1,32.0
MIR3176,0.0
AL136309.3,0.0
AL138962.1,29.729
RANBP2,114.506
DOCK6,41.587
SNORA14B,263.0
R3HDM2,78.182
HNRNPA1P61,4.061
SNHG17,29.824
AL080274.1,2.0
RARRES3,5.0
RNU6-597P,0.0
MIR508,0.0
ERC2-IT1,17.055999999999997
MEIG1,22.0
CYP26B1,11.0
AC095050.2,7.0
LINC01063,4.0
AL035448.1,7.0
AC009237.4,1.0
AC080188.2,4.0
IL34,12.0
FAM218BP,2.0
KIF15,34.0
AL592430.2,0.0
AC006199.1,0.0
OR7E87P,2.0
PVT1,34.827999999999996
RHOT1P3,8.492
COX5B,25.02
CENPVL2,0.0
RNU6-701P,2.0
A2ML1,70.67699999999999
LINC01562,124.396
SNORD36C,25.86
DWORF,10.448
TERB1,28.927
MIR542,0.0
TUG1_4,0.0
FGF14-AS1,0.0
ZNF433,28.491
LYPD5,39.58
LINC01713,4.0
FAM120A,120.0
NVL,63.479
AC108134.2,253.803
AL160291.1,2.0
AC087393.2,4.0
ZNF736P4Y,9.0
RNU6-1281P,2.0
AP003557.1,5.0
KISS1R,0.0
RPL10P5,0.0
AC109635.5,3.0
AC133561.5,0.0
GNAS-AS1,30.768
RNA5SP195,0.0
AL161935.1,2.0
EDA,10.591000000000001
RNA5SP161,9212.161
LINC01315,2.0
AC067930.3,8.591000000000001
NUDT15,22.303
IGKV1D-33,0.0
DYNAP,50.70399999999999
IGFL2-AS1,30.067999999999998
AC110751.1,1.0
ESCO1,61.545
PSMD10,9.019000000000002
AL136018.1,22.0
SNX31,9.0
AL592148.3,14.0
AL606489.1,0.0
AL359475.1,0.0
RN7SKP100,0.0
RPL18AP8,0.0
LSM3P5,3.0
AC068446.1,12.578
PUM2,147.002
DNAH10,45.999
ARRB1,51.455
LINC00552,1.0
AL049812.2,0.0
AL161638.1,1.0
AL359736.3,0.0
AC107373.1,6.0
SERHL,0.0
TMEM200C,28.0
SNORA74C-2,1.0
MIR4704,0.0
MTSS1,70.795
CEP95,54.181
WEE1,52.187000000000005
AC008013.3,1.2570000000000001
YME1L1P1,1.0
THUMPD3-AS1,71.407
AC024958.1,8.0
U62631.1,10.844000000000001
ID2,10.0
CSRP2,93.632
EXOC2,32.001
SUOX,65.924
GC,2.0
AL512638.2,13.0
EIF6,6.0
TFDP1,170.0
AC116158.1,15.0
MTRNR2L13,6.0
CEP44,47.306000000000004
MIR4538,0.0
AC008752.3,29.569000000000003
AP003392.4,7.684
CENPI,22.679999999999996
RCC2P8,2.0
PLA2G1B,0.0
MIR3605,0.0
SPRR1A,0.0
HTRA3,1.0
AKR1B1,22.988
PCAT1,43.77
XKRY2,0.0
MIR4270,0.0
RAET1G,8.690000000000001
LINC02235,3.0
SERPINB3,4.244
ANKAR,31.001
NPIPA3,1.128
HMGB2P1,4.0
AC011510.1,0.0
AL008718.2,1.0
EIF4BP9,2.0
TCP11X3P,2.0
RPSAP75,1.0
SCARNA17,49.99
FZD3,60.047
CCNT2P1,8.0
MTCO1P15,5.0
AC004522.2,2.0
AP003086.3,3.159
AC021678.2,1.0
RPS23P7,1.0
ABI1P1,4.0
ALPK2,36.0
KDM6A,41.0
ZNRD1-AS1_2,0.0
ARF1P2,5.0
TMEM132E,6.0
AC015936.2,3.0
UQCR11,57.624
AC008413.2,1.0
AC233280.19,0.0
IGHJ5,2.0
RPL5P2,1.0
AP000907.4,0.0
AL445437.1,11.0
MIR8052,0.0
SNORD116-10,0.0
SNORA70B,0.0
AL445465.2,7.0
AP001029.3,3.6439999999999997
FOXD3,0.0
ZFP37,41.916000000000004
AC027644.2,0.0
AC007966.1,8.0
POMK,29.655
ANAPC10,23.853
AC073934.1,3.0
AC009336.2,3.728
RNF183,8.0
RNU7-21P,0.0
FBXL7,4.0
CTAG1B,0.0
ENPP7P11,3.679
ZBTB5,16.0
MARCH9,16.101
NFE2L3P1,5.045
LINC00685,19.645
LINC02365,2.0
RNU6-1040P,0.0
IRX3,19.0
AC005520.4,0.0
RNA5SP396,0.0
PLXNA4,33.132999999999996
AC020915.5,2.0
TPT1P5,0.0
ST13P21,2.0
AC018628.1,100.646
UBIAD1,36.688
AL139081.1,1.0
GOLGA8EP,37.119
RNU6-214P,0.0
LINC01360,41.542
CYP46A4P,0.0
LINC01032,0.0
AMZ2P2,4.0
RN7SL519P,3.6830000000000003
SLC4A2,13.0
GAREM1,25.999999999999996
PHF5CP,4.0
RNU6-1323P,0.0
SNORA65,186.0
MIR892B,0.0
STK16,18.0
NDUFB1P2,3.0
EIF5P1,2.0
GCNT6,6.0
RWDD4P1,2.4930000000000003
CNTNAP3B,224.02799999999996
AC133919.1,18.848
SHROOM2P1,0.0
POU2F1,121.472
ZNRF2P2,3.0
AC004080.5,0.0
C3orf56,3.0
MFNG,30.000000000000004
AC096554.1,3.0
NUP210P2,0.0
AC012676.1,9.641
AC027796.1,1.0
RNU6-674P,0.0
PDIA3,28.816000000000003
RHOQP2,0.0
AC103798.1,2.0
LGALS3,43.956999999999994
AC016769.1,3.0
RTN2,13.871
C1R,18.59
AL449043.1,0.0
SAA4,4.0
AC100843.2,2.0
AC120053.1,4.0
STK36,33.0
RASSF9,33.512
AC104996.3,4.0760000000000005
AC007690.1,0.0
AL596245.1,0.0
RNA5SP347,0.0
NUP54,61.00000000000001
COX20P2,0.0
YBX1P3,1.0
SDR16C5,5.0
RNU6-169P,0.0
AC016257.1,0.0
AC007036.2,3.8369999999999997
CITED1,4.0
AC008735.3,0.0
APOBEC3G,34.257000000000005
SKA2P1,1.047
L3MBTL2,47.269999999999996
LINC01277,16.0
USP47,82.0
FGD1,5.0
RHOXF1P2,2.0
RNU6-487P,1.002
AC245369.3,0.0
MIR4790,0.0
AP001453.3,1.0
IGLV8OR8-1,0.0
LINC00251,1.0
AL031282.2,39.512
TRAPPC2P9,0.0
LINC02436,12.116999999999999
AC136604.1,0.0
ZNF257,21.837
IFT22,84.00100000000002
LRRC4,57.0
FAM230C,26.343000000000004
AC007292.1,3.605
AC147067.2,2.0
AC097537.1,2.0
PRDM6,34.073
AC073365.1,26.632
AL157815.1,16.201
AL136234.1,1.0
THBS2,7.0
AC018358.1,0.0
AC090330.1,2.0
AC118282.2,0.0
RNU7-84P,0.0
LYPD6B,12.0
AC104407.1,9.0
AC023813.2,0.0
TAAR6,0.0
DNAJC25-GNG10,27.548000000000002
TNKS2,58.0
LMO7-AS1,9.0
OR56B4,3.0
EDN3,5.0
BLOC1S4,10.0
AL450992.3,0.0
MIR361,0.0
AL606490.2,1.0390000000000001
ARPIN,126.994
AC063952.2,1.0
ARL6IP1P3,2.0
MIR4449,2.0
E2F6P2,0.0
RN7SKP62,0.0
CPE,21.0
LHX8,7.0
OR5M12P,1.0
MTND4P29,2.0
WDR27,40.12
HES1,7.0
HMGA1P6,0.0
AC092128.1,3.0980000000000003
AL358176.1,0.0
AC079907.2,0.0
AC093909.6,7.0
XIRP1,5.0
AC012443.1,0.0
AL136162.1,1.0
RN7SL242P,1.226
TRAJ1,0.0
AMMECR1L,37.17
AC090680.2,4.0
ZNF114P1,1.775
MTX1,38.811
AC068135.2,4.0
ELOVL2-AS1,7.207
C21orf91-OT1,1.0
AL691515.1,2.0
MTCO2P2,1.0
LINC02488,1.0
TRBV6-7,0.0
TRMO,14.0
AC023796.1,8.0
NDUFS1,215.434
POLR2K,16.0
CUBNP2,12.48
NUDT13,11.0
USP17L7,39.568000000000005
USP9YP24,0.0
AL109797.1,0.0
PTGS1,57.0
AL513321.2,19.103
AC018804.1,1.0
AC037486.1,24.749000000000002
TCEAL4P1,4.0
FAIM,23.289
GOLGA6L11P,0.0
XRCC6P4,3.0
AC024614.2,0.0
ST6GALNAC4,13.0
CCDC121,16.0
SREK1IP1,60.726
AC010729.1,6.0
CD8B2,0.0
AC007552.2,0.0
PKP4-AS1,15.0
Z75746.1,2.0
MYBPC1,29.0
RFPL4AP6,5.0
HAUS6P3,2.411
AC007610.1,3.45
AC018558.3,4.0
AC233724.16,12.0
AL158068.2,1.0
RN7SL277P,1.0
TCEA3,7.0
RNU7-176P,0.0
FSD2,34.415
AC239809.3,48.010999999999996
MYL6P5,2.0
PSMD10P1,3.0
AC008109.1,2.0
XAGE2,0.0
CDK3,0.0
AC008834.1,0.0
AL451065.1,0.0
TRIM6-TRIM34,0.0
AHRR,24.364
C16orf86,2.0
ZNF729,10.09
GRIN2D,5.0
C1GALT1C1L,2.0
PMEPA1,16.0
RNU6-233P,7.0
AC092336.1,2.946
MT-TH,844.0
AC130650.1,0.0
MIR6080,0.0
GAPDHP57,2.0
AC063926.2,3.0
AL137014.1,6.0
IGHVII-40-1,0.0
AL390115.1,2.0
NDUFB4P8,0.0
AC243829.5,1.665
MROH6,7.0
AC009452.1,3.0
MGAM,418.999
LINC00380,5.0
GATC,18.131
SPTLC1P1,6.849
LINC01634,22.462
AC009396.1,6.0
SUPT6H,83.98200000000001
IGHA2,0.0
RPL7P56,1.046
AL121936.1,22.065
BTBD7,85.127
AP000705.1,0.0
AC025272.1,3.0
LGI4,21.0
C17orf53,6.0
STK11,49.676
AL354919.1,60.711000000000006
AC010422.3,0.0
AL160237.1,0.0
RNU7-57P,0.0
LINC00511,55.608000000000004
POP4,49.457
AC008175.2,4.0
NAIF1,29.093000000000004
ATF4,43.928
AL157911.1,4.0
TXNP1,0.0
MIR134,0.0
SNX18P23,4.908
AL357558.1,0.0
KRTAP20-2,1.0
AC103746.1,2.0
PGBD4P1,3.0
ATXN1,172.0
SGO1P2,13.0
ZNF415P1,13.0
AC105362.1,4.322
CPD,298.6
AC104212.1,0.0
AC012640.4,12.0
GAPDHP46,4.0
PPIAP32,0.0
AC011477.6,3.0
AC092865.3,0.0
MTND4P28,1.0
LRRC37A9P,14.769
ZNF441,55.0
OSTCP4,1.0
VN1R85P,2.0
AC108063.1,0.0
AC020892.1,10.0
MEOX2-AS1,1.0
RNU6-789P,1.0
GPR21,5.099
AC003669.1,0.0
ABI3,8.0
LINC01285,12.844999999999999
RN7SL380P,2.0
EPS8L2,5.0
PPP3R2,3.0
AC020908.2,5.0
CLK3,141.505
PPP1R37,46.791999999999994
EMSY,64.031
RPSAP55,2.037
BRI3BPP1,0.0
AC092327.1,2.0
AC092535.3,1.0
MTND1P5,0.0
AC117529.2,32.684
SNORD100,6.0
MRPL48P1,0.0
PRTG,53.0
MAGEA8-AS1,1.0
RPS27,11.299
HSP90AA5P,11.0
AC005839.1,39.614000000000004
COG1,29.266000000000002
MUC12,45.00000000000001
CUL9,41.999
LINC01140,39.546
AMPH,18.084
SPI1,154.999
RNA5SP350,3.0
SNORD20,2.0
E2F7,22.0
LINC01754,2.0
MEMO1,96.56800000000001
UCP3,13.0
G3BP1,150.83900000000003
ZNF830,15.0
RFPL4B,12.294
AC073107.1,9.0
MIR1322,1.0
IL3,3.0
HMGB3P16,0.0
IGKV2OR22-4,0.0
AL512652.1,1.0
C1orf127,9.133999999999999
AC025465.2,3.0
BTF3,34.0
COLQ,10.0
HTR5A-AS1,17.249000000000002
AL512506.1,1.0
AC005899.3,6.432
MIR6069,0.0
MIR2682,0.0
IFNA22P,2.0
CSH1,1.3969999999999998
RN7SL372P,0.0
AC004898.1,2.296
ZNF771,15.237
HINT2,2.398
AC117500.1,3.0
AC007639.1,1.0
AC053481.2,3.478
AC021818.2,1.0
SLC13A1,21.964
RPL35P4,0.0
IGKV2-23,0.0
RN7SL296P,5.8629999999999995
AL451054.2,0.0
IGHV3OR16-10,0.0
VAMP5,3.0
VPS11,45.24300000000001
AL353997.1,0.0
AC002472.3,0.0
IGLJ3,1.0
UPK1A,4.043
C7orf71,2.0
AC142381.1,0.0
KIF20A,7.0
LRRC77P,36.364
RPS4XP12,1.0
PCDHA2,3.866
FAM46C,993.805
AC008840.1,52.492
TRIM21,13.0
LINC02408,19.419
RNU7-71P,0.0
HCST,6.0
KCTD21,23.143
UBTD1,12.0
AP002360.1,101.503
MIR6780B,0.0
AL606517.2,0.0
AC131956.2,3.0
